ins_name,duration,log_time
API_BE_2,847,2022-10-01 11:00:00
API_BE_3,236,2022-10-01 11:00:00
INFRA_BE_1,150,2022-10-01 11:00:00
INFRA_BE_2,749,2022-10-01 11:00:00
INFRA_BE_3,1139,2022-10-01 11:00:00
API_BE_1,315,2022-10-01 11:30:00
API_BE_2,1560,2022-10-01 11:30:00
API_BE_3,159,2022-10-01 11:30:00
INFRA_BE_1,364,2022-10-01 11:30:00
INFRA_BE_2,990,2022-10-01 11:30:00
INFRA_BE_3,914,2022-10-01 11:30:00
API_BE_1,1291,2022-10-01 12:00:00
API_BE_2,251,2022-10-01 12:00:00
API_BE_3,414,2022-10-01 12:00:00
INFRA_BE_1,466,2022-10-01 12:00:00
INFRA_BE_2,997,2022-10-01 12:00:00
INFRA_BE_3,672,2022-10-01 12:00:00
API_BE_1,473,2022-10-01 12:30:00
API_BE_2,947,2022-10-01 12:30:00
API_BE_3,576,2022-10-01 12:30:00
INFRA_BE_1,640,2022-10-01 12:30:00
INFRA_BE_2,560,2022-10-01 12:30:00
INFRA_BE_3,750,2022-10-01 12:30:00
API_BE_1,414,2022-10-01 13:00:00
API_BE_2,645,2022-10-01 13:00:00
API_BE_3,588,2022-10-01 13:00:00
INFRA_BE_1,791,2022-10-01 13:00:00
INFRA_BE_2,172,2022-10-01 13:00:00
INFRA_BE_3,165,2022-10-01 13:00:00
API_BE_1,344,2022-10-01 13:30:00
API_BE_2,291,2022-10-01 13:30:00
API_BE_3,306,2022-10-01 13:30:00
INFRA_BE_1,455,2022-10-01 13:30:00
INFRA_BE_2,858,2022-10-01 13:30:00
INFRA_BE_3,537,2022-10-01 13:30:00
API_BE_1,592,2022-10-01 14:00:00
API_BE_2,876,2022-10-01 14:00:00
API_BE_3,866,2022-10-01 14:00:00
INFRA_BE_1,1996,2022-10-01 14:00:00
INFRA_BE_2,1170,2022-10-01 14:00:00
INFRA_BE_3,256,2022-10-01 14:00:00
API_BE_1,472,2022-10-01 14:30:00
API_BE_2,121,2022-10-01 14:30:00
API_BE_3,702,2022-10-01 14:30:00
INFRA_BE_1,369,2022-10-01 14:30:00
INFRA_BE_2,118,2022-10-01 14:30:00
INFRA_BE_3,484,2022-10-01 14:30:00
API_BE_1,368,2022-10-01 15:00:00
API_BE_2,846,2022-10-01 15:00:00
API_BE_3,455,2022-10-01 15:00:00
INFRA_BE_1,445,2022-10-01 15:00:00
INFRA_BE_2,673,2022-10-01 15:00:00
INFRA_BE_3,764,2022-10-01 15:00:00
API_BE_1,438,2022-10-01 15:30:00
API_BE_2,764,2022-10-01 15:30:00
API_BE_3,618,2022-10-01 15:30:00
INFRA_BE_1,140,2022-10-01 15:30:00
INFRA_BE_2,922,2022-10-01 15:30:00
INFRA_BE_3,270,2022-10-01 15:30:00
API_BE_1,705,2022-10-01 16:00:00
API_BE_2,651,2022-10-01 16:00:00
API_BE_3,849,2022-10-01 16:00:00
INFRA_BE_1,538,2022-10-01 16:00:00
INFRA_BE_2,839,2022-10-01 16:00:00
INFRA_BE_3,300,2022-10-01 16:00:00
API_BE_1,671,2022-10-01 16:30:00
API_BE_2,383,2022-10-01 16:30:00
API_BE_3,244,2022-10-01 16:30:00
INFRA_BE_1,740,2022-10-01 16:30:00
INFRA_BE_2,210,2022-10-01 16:30:00
INFRA_BE_3,672,2022-10-01 16:30:00
API_BE_1,773,2022-10-01 17:00:00
API_BE_2,637,2022-10-01 17:00:00
API_BE_3,547,2022-10-01 17:00:00
INFRA_BE_1,544,2022-10-01 17:00:00
INFRA_BE_2,858,2022-10-01 17:00:00
INFRA_BE_3,1363,2022-10-01 17:00:00
API_BE_1,320,2022-10-01 17:30:00
API_BE_2,619,2022-10-01 17:30:00
API_BE_3,325,2022-10-01 17:30:00
INFRA_BE_1,553,2022-10-01 17:30:00
INFRA_BE_2,393,2022-10-01 17:30:00
INFRA_BE_3,221,2022-10-01 17:30:00
API_BE_1,948,2022-10-01 18:00:00
API_BE_2,760,2022-10-01 18:00:00
API_BE_3,498,2022-10-01 18:00:00
INFRA_BE_1,1377,2022-10-01 18:00:00
INFRA_BE_2,656,2022-10-01 18:00:00
INFRA_BE_3,329,2022-10-01 18:00:00
API_BE_1,145,2022-10-01 18:30:00
API_BE_2,393,2022-10-01 18:30:00
API_BE_3,511,2022-10-01 18:30:00
INFRA_BE_1,319,2022-10-01 18:30:00
INFRA_BE_2,639,2022-10-01 18:30:00
INFRA_BE_3,452,2022-10-01 18:30:00
API_BE_1,273,2022-10-01 19:00:00
API_BE_2,1400,2022-10-01 19:00:00
API_BE_3,543,2022-10-01 19:00:00
INFRA_BE_1,208,2022-10-01 19:00:00
INFRA_BE_2,317,2022-10-01 19:00:00
INFRA_BE_3,1408,2022-10-01 19:00:00
API_BE_1,1119,2022-10-01 19:30:00
API_BE_2,998,2022-10-01 19:30:00
API_BE_3,867,2022-10-01 19:30:00
INFRA_BE_1,636,2022-10-01 19:30:00
INFRA_BE_2,595,2022-10-01 19:30:00
INFRA_BE_3,288,2022-10-01 19:30:00
API_BE_1,845,2022-10-01 20:00:00
API_BE_2,780,2022-10-01 20:00:00
API_BE_3,566,2022-10-01 20:00:00
INFRA_BE_1,956,2022-10-01 20:00:00
INFRA_BE_2,193,2022-10-01 20:00:00
INFRA_BE_3,105,2022-10-01 20:00:00
API_BE_1,1742,2022-10-01 20:30:00
API_BE_2,214,2022-10-01 20:30:00
API_BE_3,415,2022-10-01 20:30:00
INFRA_BE_1,140,2022-10-01 20:30:00
INFRA_BE_2,450,2022-10-01 20:30:00
INFRA_BE_3,331,2022-10-01 20:30:00
API_BE_1,966,2022-10-01 21:00:00
API_BE_2,228,2022-10-01 21:00:00
API_BE_3,716,2022-10-01 21:00:00
INFRA_BE_1,303,2022-10-01 21:00:00
INFRA_BE_2,1324,2022-10-01 21:00:00
INFRA_BE_3,388,2022-10-01 21:00:00
API_BE_1,1907,2022-10-01 21:30:00
API_BE_2,420,2022-10-01 21:30:00
API_BE_3,100,2022-10-01 21:30:00
INFRA_BE_1,926,2022-10-01 21:30:00
INFRA_BE_2,642,2022-10-01 21:30:00
INFRA_BE_3,497,2022-10-01 21:30:00
API_BE_1,151,2022-10-01 22:00:00
API_BE_2,1152,2022-10-01 22:00:00
API_BE_3,286,2022-10-01 22:00:00
INFRA_BE_1,560,2022-10-01 22:00:00
INFRA_BE_2,1161,2022-10-01 22:00:00
INFRA_BE_3,549,2022-10-01 22:00:00
API_BE_1,400,2022-10-01 22:30:00
API_BE_2,1417,2022-10-01 22:30:00
API_BE_3,437,2022-10-01 22:30:00
INFRA_BE_1,1763,2022-10-01 22:30:00
INFRA_BE_2,449,2022-10-01 22:30:00
INFRA_BE_3,318,2022-10-01 22:30:00
API_BE_1,950,2022-10-01 23:00:00
API_BE_2,158,2022-10-01 23:00:00
API_BE_3,1193,2022-10-01 23:00:00
INFRA_BE_1,163,2022-10-01 23:00:00
INFRA_BE_2,1522,2022-10-01 23:00:00
INFRA_BE_3,404,2022-10-01 23:00:00
API_BE_1,860,2022-10-01 23:30:00
API_BE_2,83,2022-10-01 23:30:00
API_BE_3,452,2022-10-01 23:30:00
INFRA_BE_1,964,2022-10-01 23:30:00
INFRA_BE_2,537,2022-10-01 23:30:00
INFRA_BE_3,659,2022-10-01 23:30:00
API_BE_1,632,2022-10-02 00:00:00
API_BE_2,125,2022-10-02 00:00:00
API_BE_3,559,2022-10-02 00:00:00
INFRA_BE_1,1930,2022-10-02 00:00:00
INFRA_BE_2,819,2022-10-02 00:00:00
INFRA_BE_3,425,2022-10-02 00:00:00
API_BE_1,539,2022-10-02 00:30:00
API_BE_2,262,2022-10-02 00:30:00
API_BE_3,261,2022-10-02 00:30:00
INFRA_BE_1,221,2022-10-02 00:30:00
INFRA_BE_2,482,2022-10-02 00:30:00
INFRA_BE_3,553,2022-10-02 00:30:00
API_BE_1,364,2022-10-02 01:00:00
API_BE_2,429,2022-10-02 01:00:00
API_BE_3,315,2022-10-02 01:00:00
INFRA_BE_1,891,2022-10-02 01:00:00
INFRA_BE_2,449,2022-10-02 01:00:00
INFRA_BE_3,417,2022-10-02 01:00:00
API_BE_1,738,2022-10-02 01:30:00
API_BE_2,310,2022-10-02 01:30:00
API_BE_3,551,2022-10-02 01:30:00
INFRA_BE_1,1265,2022-10-02 01:30:00
INFRA_BE_2,538,2022-10-02 01:30:00
INFRA_BE_3,674,2022-10-02 01:30:00
API_BE_1,618,2022-10-02 02:00:00
API_BE_2,648,2022-10-02 02:00:00
API_BE_3,574,2022-10-02 02:00:00
INFRA_BE_1,750,2022-10-02 02:00:00
INFRA_BE_2,687,2022-10-02 02:00:00
INFRA_BE_3,130,2022-10-02 02:00:00
API_BE_1,612,2022-10-02 02:30:00
API_BE_2,574,2022-10-02 02:30:00
API_BE_3,764,2022-10-02 02:30:00
INFRA_BE_1,117,2022-10-02 02:30:00
INFRA_BE_2,818,2022-10-02 02:30:00
INFRA_BE_3,618,2022-10-02 02:30:00
API_BE_1,1717,2022-10-02 03:00:00
API_BE_2,1844,2022-10-02 03:00:00
API_BE_3,253,2022-10-02 03:00:00
INFRA_BE_1,383,2022-10-02 03:00:00
INFRA_BE_2,777,2022-10-02 03:00:00
INFRA_BE_3,670,2022-10-02 03:00:00
API_BE_1,94,2022-10-02 03:30:00
API_BE_2,858,2022-10-02 03:30:00
API_BE_3,442,2022-10-02 03:30:00
INFRA_BE_1,285,2022-10-02 03:30:00
INFRA_BE_2,822,2022-10-02 03:30:00
INFRA_BE_3,645,2022-10-02 03:30:00
API_BE_1,983,2022-10-02 04:00:00
API_BE_2,1488,2022-10-02 04:00:00
API_BE_3,377,2022-10-02 04:00:00
INFRA_BE_1,189,2022-10-02 04:00:00
INFRA_BE_2,294,2022-10-02 04:00:00
INFRA_BE_3,1235,2022-10-02 04:00:00
API_BE_1,336,2022-10-02 04:30:00
API_BE_2,644,2022-10-02 04:30:00
API_BE_3,863,2022-10-02 04:30:00
INFRA_BE_1,848,2022-10-02 04:30:00
INFRA_BE_2,575,2022-10-02 04:30:00
INFRA_BE_3,586,2022-10-02 04:30:00
API_BE_1,985,2022-10-02 05:00:00
API_BE_2,275,2022-10-02 05:00:00
API_BE_3,901,2022-10-02 05:00:00
INFRA_BE_1,1675,2022-10-02 05:00:00
INFRA_BE_2,851,2022-10-02 05:00:00
INFRA_BE_3,832,2022-10-02 05:00:00
API_BE_1,1122,2022-10-02 05:30:00
API_BE_2,420,2022-10-02 05:30:00
API_BE_3,278,2022-10-02 05:30:00
INFRA_BE_1,732,2022-10-02 05:30:00
INFRA_BE_2,627,2022-10-02 05:30:00
INFRA_BE_3,634,2022-10-02 05:30:00
API_BE_1,952,2022-10-02 06:00:00
API_BE_2,307,2022-10-02 06:00:00
API_BE_3,910,2022-10-02 06:00:00
INFRA_BE_1,632,2022-10-02 06:00:00
INFRA_BE_2,1664,2022-10-02 06:00:00
INFRA_BE_3,959,2022-10-02 06:00:00
API_BE_1,756,2022-10-02 06:30:00
API_BE_2,609,2022-10-02 06:30:00
API_BE_3,512,2022-10-02 06:30:00
INFRA_BE_1,773,2022-10-02 06:30:00
INFRA_BE_2,578,2022-10-02 06:30:00
INFRA_BE_3,627,2022-10-02 06:30:00
API_BE_1,840,2022-10-02 07:00:00
API_BE_2,122,2022-10-02 07:00:00
API_BE_3,594,2022-10-02 07:00:00
INFRA_BE_1,788,2022-10-02 07:00:00
INFRA_BE_2,515,2022-10-02 07:00:00
INFRA_BE_3,613,2022-10-02 07:00:00
API_BE_1,1447,2022-10-02 07:30:00
API_BE_2,1753,2022-10-02 07:30:00
API_BE_3,578,2022-10-02 07:30:00
INFRA_BE_1,171,2022-10-02 07:30:00
INFRA_BE_2,370,2022-10-02 07:30:00
INFRA_BE_3,453,2022-10-02 07:30:00
API_BE_1,893,2022-10-02 08:00:00
API_BE_2,592,2022-10-02 08:00:00
API_BE_3,783,2022-10-02 08:00:00
INFRA_BE_1,1144,2022-10-02 08:00:00
INFRA_BE_2,303,2022-10-02 08:00:00
INFRA_BE_3,588,2022-10-02 08:00:00
API_BE_1,789,2022-10-02 08:30:00
API_BE_2,310,2022-10-02 08:30:00
API_BE_3,762,2022-10-02 08:30:00
INFRA_BE_1,329,2022-10-02 08:30:00
INFRA_BE_2,929,2022-10-02 08:30:00
INFRA_BE_3,511,2022-10-02 08:30:00
API_BE_1,255,2022-10-02 09:00:00
API_BE_2,625,2022-10-02 09:00:00
API_BE_3,815,2022-10-02 09:00:00
INFRA_BE_1,336,2022-10-02 09:00:00
INFRA_BE_2,296,2022-10-02 09:00:00
INFRA_BE_3,254,2022-10-02 09:00:00
API_BE_1,168,2022-10-02 09:30:00
API_BE_2,694,2022-10-02 09:30:00
API_BE_3,108,2022-10-02 09:30:00
INFRA_BE_1,205,2022-10-02 09:30:00
INFRA_BE_2,477,2022-10-02 09:30:00
INFRA_BE_3,549,2022-10-02 09:30:00
API_BE_1,359,2022-10-02 10:00:00
API_BE_2,926,2022-10-02 10:00:00
API_BE_3,724,2022-10-02 10:00:00
INFRA_BE_1,932,2022-10-02 10:00:00
INFRA_BE_2,500,2022-10-02 10:00:00
INFRA_BE_3,866,2022-10-02 10:00:00
API_BE_1,102,2022-10-02 10:30:00
API_BE_2,206,2022-10-02 10:30:00
API_BE_3,486,2022-10-02 10:30:00
INFRA_BE_1,213,2022-10-02 10:30:00
INFRA_BE_2,240,2022-10-02 10:30:00
INFRA_BE_3,211,2022-10-02 10:30:00
API_BE_1,1637,2022-10-02 11:00:00
API_BE_2,908,2022-10-02 11:00:00
API_BE_3,1515,2022-10-02 11:00:00
INFRA_BE_1,424,2022-10-02 11:00:00
INFRA_BE_2,223,2022-10-02 11:00:00
INFRA_BE_3,586,2022-10-02 11:00:00
API_BE_1,1929,2022-10-02 11:30:00
API_BE_2,230,2022-10-02 11:30:00
API_BE_3,1136,2022-10-02 11:30:00
INFRA_BE_1,473,2022-10-02 11:30:00
INFRA_BE_2,889,2022-10-02 11:30:00
INFRA_BE_3,744,2022-10-02 11:30:00
API_BE_1,172,2022-10-02 12:00:00
API_BE_2,439,2022-10-02 12:00:00
API_BE_3,161,2022-10-02 12:00:00
INFRA_BE_1,486,2022-10-02 12:00:00
INFRA_BE_2,109,2022-10-02 12:00:00
INFRA_BE_3,346,2022-10-02 12:00:00
API_BE_1,254,2022-10-02 12:30:00
API_BE_2,539,2022-10-02 12:30:00
API_BE_3,842,2022-10-02 12:30:00
INFRA_BE_1,1352,2022-10-02 12:30:00
INFRA_BE_2,103,2022-10-02 12:30:00
INFRA_BE_3,202,2022-10-02 12:30:00
API_BE_1,677,2022-10-02 13:00:00
API_BE_2,687,2022-10-02 13:00:00
API_BE_3,544,2022-10-02 13:00:00
INFRA_BE_1,422,2022-10-02 13:00:00
INFRA_BE_2,789,2022-10-02 13:00:00
INFRA_BE_3,473,2022-10-02 13:00:00
API_BE_1,712,2022-10-02 13:30:00
API_BE_2,465,2022-10-02 13:30:00
API_BE_3,337,2022-10-02 13:30:00
INFRA_BE_1,126,2022-10-02 13:30:00
INFRA_BE_2,169,2022-10-02 13:30:00
INFRA_BE_3,812,2022-10-02 13:30:00
API_BE_1,679,2022-10-02 14:00:00
API_BE_2,816,2022-10-02 14:00:00
API_BE_3,589,2022-10-02 14:00:00
INFRA_BE_1,438,2022-10-02 14:00:00
INFRA_BE_2,334,2022-10-02 14:00:00
INFRA_BE_3,788,2022-10-02 14:00:00
API_BE_1,1198,2022-10-02 14:30:00
API_BE_2,484,2022-10-02 14:30:00
API_BE_3,760,2022-10-02 14:30:00
INFRA_BE_1,757,2022-10-02 14:30:00
INFRA_BE_2,776,2022-10-02 14:30:00
INFRA_BE_3,885,2022-10-02 14:30:00
API_BE_1,763,2022-10-02 15:00:00
API_BE_2,659,2022-10-02 15:00:00
API_BE_3,234,2022-10-02 15:00:00
INFRA_BE_1,513,2022-10-02 15:00:00
INFRA_BE_2,322,2022-10-02 15:00:00
INFRA_BE_3,1902,2022-10-02 15:00:00
API_BE_1,369,2022-10-02 15:30:00
API_BE_2,612,2022-10-02 15:30:00
API_BE_3,1863,2022-10-02 15:30:00
INFRA_BE_1,695,2022-10-02 15:30:00
INFRA_BE_2,91,2022-10-02 15:30:00
INFRA_BE_3,187,2022-10-02 15:30:00
API_BE_1,166,2022-10-02 16:00:00
API_BE_2,943,2022-10-02 16:00:00
API_BE_3,449,2022-10-02 16:00:00
INFRA_BE_1,1326,2022-10-02 16:00:00
INFRA_BE_2,687,2022-10-02 16:00:00
INFRA_BE_3,276,2022-10-02 16:00:00
API_BE_1,293,2022-10-02 16:30:00
API_BE_2,434,2022-10-02 16:30:00
API_BE_3,223,2022-10-02 16:30:00
INFRA_BE_1,1751,2022-10-02 16:30:00
INFRA_BE_2,577,2022-10-02 16:30:00
INFRA_BE_3,559,2022-10-02 16:30:00
API_BE_1,738,2022-10-02 17:00:00
API_BE_2,335,2022-10-02 17:00:00
API_BE_3,385,2022-10-02 17:00:00
INFRA_BE_1,334,2022-10-02 17:00:00
INFRA_BE_2,799,2022-10-02 17:00:00
INFRA_BE_3,952,2022-10-02 17:00:00
API_BE_1,835,2022-10-02 17:30:00
API_BE_2,819,2022-10-02 17:30:00
API_BE_3,127,2022-10-02 17:30:00
INFRA_BE_1,503,2022-10-02 17:30:00
INFRA_BE_2,399,2022-10-02 17:30:00
INFRA_BE_3,808,2022-10-02 17:30:00
API_BE_1,978,2022-10-02 18:00:00
API_BE_2,1462,2022-10-02 18:00:00
API_BE_3,250,2022-10-02 18:00:00
INFRA_BE_1,809,2022-10-02 18:00:00
INFRA_BE_2,689,2022-10-02 18:00:00
INFRA_BE_3,241,2022-10-02 18:00:00
API_BE_1,868,2022-10-02 18:30:00
API_BE_2,633,2022-10-02 18:30:00
API_BE_3,384,2022-10-02 18:30:00
INFRA_BE_1,418,2022-10-02 18:30:00
INFRA_BE_2,640,2022-10-02 18:30:00
INFRA_BE_3,824,2022-10-02 18:30:00
API_BE_1,373,2022-10-02 19:00:00
API_BE_2,565,2022-10-02 19:00:00
API_BE_3,406,2022-10-02 19:00:00
INFRA_BE_1,1145,2022-10-02 19:00:00
INFRA_BE_2,400,2022-10-02 19:00:00
INFRA_BE_3,472,2022-10-02 19:00:00
API_BE_1,1270,2022-10-02 19:30:00
API_BE_2,137,2022-10-02 19:30:00
API_BE_3,542,2022-10-02 19:30:00
INFRA_BE_1,635,2022-10-02 19:30:00
INFRA_BE_2,490,2022-10-02 19:30:00
INFRA_BE_3,1754,2022-10-02 19:30:00
API_BE_1,632,2022-10-02 20:00:00
API_BE_2,400,2022-10-02 20:00:00
API_BE_3,951,2022-10-02 20:00:00
INFRA_BE_1,963,2022-10-02 20:00:00
INFRA_BE_2,814,2022-10-02 20:00:00
INFRA_BE_3,919,2022-10-02 20:00:00
API_BE_1,752,2022-10-02 20:30:00
API_BE_2,112,2022-10-02 20:30:00
API_BE_3,707,2022-10-02 20:30:00
INFRA_BE_1,793,2022-10-02 20:30:00
INFRA_BE_2,768,2022-10-02 20:30:00
INFRA_BE_3,497,2022-10-02 20:30:00
API_BE_1,167,2022-10-02 21:00:00
API_BE_2,409,2022-10-02 21:00:00
API_BE_3,444,2022-10-02 21:00:00
INFRA_BE_1,478,2022-10-02 21:00:00
INFRA_BE_2,215,2022-10-02 21:00:00
INFRA_BE_3,127,2022-10-02 21:00:00
API_BE_1,786,2022-10-02 21:30:00
API_BE_2,802,2022-10-02 21:30:00
API_BE_3,901,2022-10-02 21:30:00
INFRA_BE_1,557,2022-10-02 21:30:00
INFRA_BE_2,610,2022-10-02 21:30:00
INFRA_BE_3,956,2022-10-02 21:30:00
API_BE_1,1171,2022-10-02 22:00:00
API_BE_2,91,2022-10-02 22:00:00
API_BE_3,616,2022-10-02 22:00:00
INFRA_BE_1,717,2022-10-02 22:00:00
INFRA_BE_2,268,2022-10-02 22:00:00
INFRA_BE_3,854,2022-10-02 22:00:00
API_BE_1,726,2022-10-02 22:30:00
API_BE_2,102,2022-10-02 22:30:00
API_BE_3,146,2022-10-02 22:30:00
INFRA_BE_1,256,2022-10-02 22:30:00
INFRA_BE_2,1639,2022-10-02 22:30:00
INFRA_BE_3,994,2022-10-02 22:30:00
API_BE_1,389,2022-10-02 23:00:00
API_BE_2,297,2022-10-02 23:00:00
API_BE_3,684,2022-10-02 23:00:00
INFRA_BE_1,113,2022-10-02 23:00:00
INFRA_BE_2,878,2022-10-02 23:00:00
INFRA_BE_3,180,2022-10-02 23:00:00
API_BE_1,420,2022-10-02 23:30:00
API_BE_2,457,2022-10-02 23:30:00
API_BE_3,692,2022-10-02 23:30:00
INFRA_BE_1,914,2022-10-02 23:30:00
INFRA_BE_2,786,2022-10-02 23:30:00
INFRA_BE_3,266,2022-10-02 23:30:00
API_BE_1,1982,2022-10-03 00:00:00
API_BE_2,1757,2022-10-03 00:00:00
API_BE_3,679,2022-10-03 00:00:00
INFRA_BE_1,137,2022-10-03 00:00:00
INFRA_BE_2,752,2022-10-03 00:00:00
INFRA_BE_3,258,2022-10-03 00:00:00
API_BE_1,356,2022-10-03 00:30:00
API_BE_2,466,2022-10-03 00:30:00
API_BE_3,192,2022-10-03 00:30:00
INFRA_BE_1,461,2022-10-03 00:30:00
INFRA_BE_2,938,2022-10-03 00:30:00
INFRA_BE_3,416,2022-10-03 00:30:00
API_BE_1,487,2022-10-03 01:00:00
API_BE_2,867,2022-10-03 01:00:00
API_BE_3,604,2022-10-03 01:00:00
INFRA_BE_1,354,2022-10-03 01:00:00
